"","MMT","MY","MY_prob_rate"
"409","Mercedes-Benz E-Class","2018",0.0424338624338002
"410","Mercedes-Benz E-Class","2019",0.0283104174407689
"411","Mercedes-Benz E-Class","2020",-7.20370892301313e-14
"412","Mercedes-Benz GLA","2018",-1.79292069481213e-14
"413","Mercedes-Benz GLA","2019",-2.14500416728085e-14
"414","Mercedes-Benz GLA","2020",-1.91516562061301e-14
"415","Mercedes-Benz GLC","2018",0.00641025641023351
"416","Mercedes-Benz GLC","2019",6.55510251763191e-15
"417","Mercedes-Benz GLC","2020",5.2225389388469e-15
"418","Mercedes-Benz GLE","2018",-4.10846363395657e-15
"419","Mercedes-Benz GLE","2019",2.70431088048514e-15
"420","Mercedes-Benz GLE","2020",0.00694444444444705
"421","Mercedes-Benz GLS","2018",4.89123842504217e-14
"422","Mercedes-Benz GLS","2019",0.0333333333333755
"423","Mercedes-Benz GLS","2020",1.27520723308116e-14
"424","Mercedes-Benz S-Class","2018",0.0277777777777821
"425","Mercedes-Benz S-Class","2019",-1.31730003301373e-14
"426","Mercedes-Benz S-Class","2020",-8.01553639428781e-15
"427","Mercedes-Benz Sprinter","2018",0.020833333333321
"428","Mercedes-Benz Sprinter","2019",-1.38361516952029e-14
"429","Mercedes-Benz Sprinter","2020",-1.51509298941202e-14
"430","Mini Cooper Countryman","2018",-3.29544146691659e-15
"431","Mini Cooper Countryman","2019",0.0158730158730211
"432","Mini Cooper Countryman","2020",-1.44774415566753e-14
"433","Mini Cooper/Mini Clubman","2018",0.0266666666665168
"434","Mini Cooper/Mini Clubman","2019",-1.29852671743325e-13
"435","Mini Cooper/Mini Clubman","2020",0.0416666666665634
"436","Mitsubishi Outlander","2018",-1.23111206309192e-14
"437","Mitsubishi Outlander","2019",0.0370370370370248
"438","Mitsubishi Outlander","2020",1.06916662296034e-14
"439","Nissan Altima","2018",-1.14416865422974e-14
"440","Nissan Altima","2019",0.0240740740740679
"441","Nissan Altima","2020",9.38428755012319e-15
"442","Nissan Armada","2018",2.92635737029662e-15
"443","Nissan Armada","2019",1.25085504614644e-14
"444","Nissan Armada","2020",8.8954487113466e-15
"445","Nissan Frontier","2018",0.0119047619047568
"446","Nissan Frontier","2019",-3.33556678693525e-15
"447","Nissan Frontier","2020",5.16951907044782e-14
"448","Nissan Kicks","2018",0.111111111111161
"449","Nissan Kicks","2019",4.55809498270221e-14
"450","Nissan Kicks","2020",3.61119671831836e-14
"451","Nissan Leaf","2018",0.00900900900901944
"452","Nissan Leaf","2019",0.0114942528735677
"453","Nissan Leaf","2020",-3.59750843209464e-14
"454","Nissan Maxima","2018",-2.18251653784187e-14
"455","Nissan Maxima","2019",0.0370370370370262
"456","Nissan Maxima","2020",1.57907655658465e-14
"457","Nissan Murano","2018",0.00462962962963887
"458","Nissan Murano","2019",1.01730032051953e-14
"459","Nissan Murano","2020",3.86299436948041e-15
"460","Nissan Pathfinder","2018",0.0289855072463221
"461","Nissan Pathfinder","2019",0.0277777777777202
"462","Nissan Pathfinder","2020",-3.3765050492818e-14
"463","Nissan Rogue","2018",0.00987076033088258
"464","Nissan Rogue","2019",0.00421940928270061
"465","Nissan Rogue","2020",-5.06393045317869e-15
"466","Nissan Rogue Sport","2018",0.0311020960108762
"467","Nissan Rogue Sport","2019",8.01380709710405e-14
"468","Nissan Rogue Sport","2020",7.68929300548215e-14
"469","Nissan Sentra","2018",-1.61374735442402e-14
"470","Nissan Sentra","2019",-1.50188583269925e-14
"471","Nissan Sentra","2020",-3.78972755616276e-14
"472","Nissan Titan","2018",3.03426686893793e-14
"473","Nissan Titan","2019",3.31073910540306e-14
"474","Porsche 718 Boxster/718 Cayman","2018",-1.88361092269278e-15
"475","Porsche 718 Boxster/718 Cayman","2019",-1.31544992811116e-15
"476","Porsche 718 Boxster/718 Cayman","2020",1.76588526423143e-14
"477","Porsche 911","2018",8.10905590025739e-15
"478","Porsche 911","2019",5.64654275770326e-15
"479","Porsche 911","2020",1.16063102918924e-15
"480","Porsche Cayenne","2018",1.91591544861422e-14
"481","Porsche Cayenne","2019",2.03875393424901e-14
"482","Porsche Cayenne","2020",1.68646587323966e-14
"483","Porsche Macan","2018",1.26446235501786e-14
"484","Porsche Macan","2019",1.16755741141459e-14
"485","Porsche Macan","2020",8.31677738544995e-15
"486","Porsche Panamera","2018",8.44915509681977e-15
"487","Porsche Panamera","2019",2.10558930472125e-14
"488","Porsche Panamera","2020",0.0416666666666792
"489","Ram 1500 Classic","2019",-2.68374296700187e-14
"490","Ram 1500 Classic","2020",-2.93827988440275e-14
"491","Subaru Ascent","2019",0.0106556135967805
"492","Subaru Ascent","2020",0.00461312797945015
"493","Subaru Crosstrek/Subaru XV Crosstrek","2018",0.00157232704402833
"494","Subaru Crosstrek/Subaru XV Crosstrek","2019",0.00435920266056166
"495","Subaru Crosstrek/Subaru XV Crosstrek","2020",4.89578137922226e-15
