"","MMT","MY","MileGrpATC","prob"
"1740","Volvo S90/Volvo V90","2018","3","1.5442441647999e-15"
"1741","Volvo S90/Volvo V90","2019","1","2.32242491814982e-15"
"1742","Volvo S90/Volvo V90","2019","2","9.55490391623936e-16"
"1743","Volvo S90/Volvo V90","2019","3","8.44235243662701e-16"
"1744","Volvo S90/Volvo V90","2020","1","1.97337431297051e-15"
"1745","Volvo S90/Volvo V90","2020","2","6.28164772660374e-15"
"1746","Volvo XC40","2018","1","2.75134492516299e-15"
"1747","Volvo XC40","2018","2","2.73226325615999e-15"
"1748","Volvo XC40","2018","3","2.2419273025991e-15"
"1749","Volvo XC40","2019","1","3.34852235257805e-15"
"1750","Volvo XC40","2019","2","3.88285445835654e-15"
"1751","Volvo XC40","2019","3","3.43507003084223e-15"
"1752","Volvo XC40","2020","1","4.06793786702761e-15"
"1753","Volvo XC40","2020","2","3.12502787998517e-15"
"1754","Volvo XC40","2020","3","3.66219514400861e-15"
"1755","Volvo XC60","2018","1","5.16947595841089e-16"
"1756","Volvo XC60","2018","2","5.44703171456717e-16"
"1757","Volvo XC60","2018","3","0.0270270270270276"
"1758","Volvo XC60","2019","1","1.14144804719274e-15"
"1759","Volvo XC60","2019","2","1.17961196366423e-15"
"1760","Volvo XC60","2019","3","0.0222222222222233"
"1761","Volvo XC60","2020","1","9.79297752311515e-16"
"1762","Volvo XC60","2020","2","1.26942249022977e-15"
"1763","Volvo XC60","2020","3","3.71484075980202e-15"
"1764","Volvo XC90","2018","1","3.99135865492571e-15"
"1765","Volvo XC90","2018","2","0.0416666666666714"
"1766","Volvo XC90","2018","3","4.5215785392879e-15"
"1767","Volvo XC90","2019","1","0.0500000000000033"
"1768","Volvo XC90","2019","2","4.16825951522061e-15"
"1769","Volvo XC90","2019","3","5.02942754296091e-15"
"1770","Volvo XC90","2020","1","3.5553339919169e-15"
"1771","Volvo XC90","2020","2","4.99494482366911e-15"
"1772","Volvo XC90","2020","3","1.42742656156263e-12"
